ITS_ID,HOF_ID,Full_Name,Passoport Number,Visa Number,Passport Expiry Date,Date of Birth
40437783,20382446,Naqiyah bai Aamir bhai Bandookwala,E557KUS3,IS93PM5QMQ,20/01/2030,05/08/2033
20382450,20382450,Mulla Murtaza bhai Abitalib bhai Essence wala,BRK8MFNB,RSSARUYMQS,13/11/2027,22/12/2031
40437794,20382450,Fatema bai Mulla Murtaza bhai Essence wala,QCW2TBSA,RL52AYKFQV,22/10/2028,22/04/2030
40481644,20382450,Murtaza bhai Amirali bhai Rangwala,T54MZNQS,6PKKB57XGW,20/08/2031,13/03/2031
40457665,20382450,Maria bai Murtaza bhai Rangwala,2HUWEWV8,NF8IJDU11G,23/12/2030,18/03/2028
40910177,20382450,Arwa bai Murtaza bhai Rangwala,GSEE7D4F,UZTG7T0OFG,22/10/2024,10/04/2028
50160566,20382450,Zahra bai Murtaza bhai Rangwala,NUC7W1KQ,YCP9MPVZT3,08/04/2031,10/02/2026
20382454,20382454,Shabbirhusain bhai Abidali bhai Aladin,I1J0NYH1,X812SOSVGU,11/06/2027,07/01/2025
50471343,20382454,Farida bai Shabbirhusain bhai Aladin,Z3OUY2EI,KM501OO96F,21/03/2034,01/06/2035
50471344,20382454,Zohair bhai Shabbirhusain bhai Aladin,QLAH1EKQ,Q8JN7CYZPW,23/09/2026,24/01/2034
20382455,20382455,Talibhusain bhai Mulla Ghulamabbas bhai Tramway wala,DW8OFQ5C,0C6PZQNFDO,04/10/2024,23/09/2031
50471347,20382455,Tasneem bai Talibhusain bhai Tramway wala,C4E12HV2,SX0GATSR08,19/06/2029,19/09/2024
60404149,20382457,Salma bai Mulla Fakhruddin bhai Ghatila wala,C4IHTQTN,TMBWY2OI4C,19/06/2026,18/02/2032
20382457,20382457,Mulla Idris bhai Shaikh Hatim bhai Johar glass,AZ13T6AM,FIBRJPCVBB,12/02/2032,06/12/2024
50471379,20382457,Ummehani bai Mulla Idris bhai Johar glass,N85M0UDB,1MK9TKO5ZR,10/05/2034,13/04/2032
50471380,20382457,Hussain bhai Mulla Idris bhai Johar glasswala,HI5WWWRM,YFDR638PEX,29/06/2032,01/11/2033
40910187,20382457,Mansoor bhai Mulla Idris bhai Johar glass,WMQ5YRFQ,QZT85SBKPA,01/02/2026,28/01/2031
20382458,20382458,Rizwan bhai Asgarali bhai Contractor,NZ22SI2X,MBX3NB7EVS,14/08/2030,20/10/2032
50471382,20382458,Batul bai Rizwan bhai Contractor,M0ZJJE5Q,XY84PEYDSG,17/02/2027,11/04/2030
30920786,20382458,Zahra bai Rizwan bhai Contractor,6IX1AKFY,P5JRYSL2HW,30/10/2027,28/03/2028
30920791,20382458,Fatema bai Rizwan bhai Contractor,W1OLIRPV,53GSBDVAXU,14/08/2027,14/03/2029
20382459,20382459,Noorulain bai Shakirhusain bhai Tayyabjee,2ADL76L1,6WTULDT7LB,10/11/2034,11/11/2029
50471383,20382459,Mustafa bhai Shakirhusain bhai Tayyebjee,6M98030R,DUQ3QFBZHZ,30/05/2033,30/03/2035
50471384,20382459,Alefiya bai Mustafa bhai Tayyebjee,DHKX35KQ,E405VCQHYW,04/03/2032,21/09/2028
50471385,20382459,Abbas bhai Mustafa bhai Tayyebjee,X909U6E5,KE4222UZ4E,13/02/2034,22/06/2026
50160609,20382459,Sarrah bai Mustafa bhai Tayyebjee,OTKYH6DP,8B0YSVL1DI,30/11/2032,19/12/2030
20382460,20382460,Mustaali bhai Ismail bhai Time And Tune,4GALHR07,EKJUUOBMF6,16/12/2029,28/02/2030
50471387,20382460,Khadija bai Mustaali bhai Time And Tune,6A8HM8R3,Z8EQJD7ARJ,26/03/2033,15/03/2025
50471388,20382460,Ismail bhai Mustaali bhai Time And Tune,CZ5376O4,TMEK0N9KPD,25/09/2030,21/10/2033
30706955,20382460,Sakina bai Mustaali bhai Time And Tune,367VZXFS,U2533CDWMO,04/06/2026,30/08/2027
60404223,20382464,Munira bai Mohammed bhai Fatehjangwala,J77CY68F,A1VMOOG1YJ,15/11/2030,17/10/2032
20382464,20382464,Mohammed bhai Abdulghafoor bhai Fatehjangwala,C7TS0MFT,N3GQYOXDSO,11/09/2031,08/10/2034
60404224,20382464,Aliasgar bhai Mohammed bhai Fatehjangwala,L5HRA0GY,JCDPT739UY,14/04/2033,28/08/2025
40488673,20382464,Ruqaiyah bai Aliasgar bhai Fatehjangwala,DE745LOQ,DMQLSZUIP4,03/12/2032,26/06/2031
50203932,20382464,Ammar bhai Mohammed bhai Fatehjangwala,CSL1R9YD,ANPBGMEE7N,30/06/2033,19/12/2030
40907260,20382464,Fatema bai Mohammed bhai Fatehjangwala,JGTEI67U,JNY2DYQ42A,01/03/2034,12/05/2034
50160567,20382464,Insia bai Mohammed bhai Fatehjangwala,UKRVP61B,DYY24Y14KR,10/05/2028,09/01/2034
40220597,20382464,Sarah bai Aliasgar bhai Fatehjangwala,VESUU9DO,Q8XUQADGMC,05/03/2025,08/01/2035
20382465,20382465,Samina bai Noman bhai Kanchwala,DWYDGJZ5,HZ8AOC5BTM,11/08/2027,17/03/2030
20382466,20382466,Sohail bhai Nooruddin bhai Kisat,8C7A33EN,OT66ILHU7I,01/12/2027,18/04/2028
30912610,20382466,Fatema bai Sohail bhai Kisat,BJO2Q9KW,9914CVRVXW,23/03/2031,17/11/2029
30912612,20382466,Alamdar bhai Sohail bhai Kisat,KHCKEGAA,MG8J3MA7WU,28/01/2032,11/07/2032
20382604,20382604,Mulla Mansoor bhai Mulla Qurbanhusain bhai Alibhai,KVNRPGVN,8Z9NFGLYSU,14/06/2032,20/12/2024
40471133,20382604,Rashida bai Mulla Mansoor bhai Alibhai,9WN8O1IK,CDKNNJINYP,22/07/2026,20/11/2028
40471134,20382604,Taha bhai Mulla Mansoor bhai Alibhai,24XQDOF6,8J9H921NF6,03/01/2028,25/08/2034
40471135,20382604,Fatema bai Taha bhai Alibhai,GLVAU65O,0AQZ3FE4Q7,03/04/2031,06/07/2027
40471136,20382604,Abizar bhai Taha bhai Alibhai,7NS2NTC6,GURULWIIZJ,28/06/2030,23/09/2032
30706502,20382604,Sakina bai Abizar bhai Alibhai,SDU6E4GG,H2IXJCPPF3,01/09/2028,03/01/2027
40471137,20382604,Abilfazal bhai Taha bhai Alibhai,IJ2TNNNJ,MN2A7YWBGA,14/04/2030,23/01/2025
20383203,20383203,Mulla Mustafa bhai Abbas bhai Patanwala,1CZ9JC75,VNJSBW0SHW,29/11/2034,18/11/2024
40480014,20383203,Rashida bai Mulla Mustafa bhai Patanwala,1X422N9C,WMOIJ5LOK2,19/05/2034,20/08/2025
40480016,20383203,Mulla Husain bhai Mulla Mustafa bhai Patanwala,4BO3YHHY,8ZU5CGMBOC,21/01/2029,06/09/2027
40446456,20383203,Tasneem bai Mulla Husain bhai Patanwala,NW2YY2SS,SPI4154VXL,28/03/2026,24/04/2027
40913136,20383203,Mustafa bhai Mulla Husain bhai Patanwala,NXJ1BASN,5COTLVG5EH,21/03/2027,15/12/2033
20383346,20383346,Qutbuddin bhai Hatim bhai Mithaiwala,YR2GKNVD,4E5183PN3K,11/11/2032,05/01/2030
40480658,20383346,Umaima bai Qutbuddin bhai Mithaiwala,5ZYGOO48,F4HCTSKSJ2,26/12/2029,12/08/2034
40480659,20383346,Hasnain bhai Qutbuddin bhai Mithaiwala,L7ZACSD6,KUM6OGPMV5,12/01/2027,08/07/2031
40461429,20383346,Arwa bai Hasnain bhai Mithaiwala,HYL9I99E,5GU0NAAAJV,04/05/2030,25/10/2028
40480661,20383346,Taha bhai Qutbuddin bhai Mithaiwala,3U0GZE4U,9UQH1PV1I1,04/05/2029,06/06/2033
40472277,20383346,Amatullah bai Taha bhai Mithaiwala,D1ZB70O1,XQ8WBNXLTS,11/01/2028,14/10/2031
60459756,20383346,Naqiyah bai Hasnain bhai Mithaiwala,WMKY12SI,CO11JO7VW5,11/09/2024,04/03/2025
40909395,20383346,Rashida bai Hasnain bhai Mithaiwala,64OYQXNZ,823Q66VSFU,12/02/2025,07/06/2034
20383520,20383520,Abidali bhai Taherali bhai Contractorwala,2PEI4NCY,29CF4GJMLC,23/07/2028,11/04/2030
40488389,20383520,Nafisa bai Abidali bhai Contractorwala,FGCNKNTG,GBD6MVEGT2,17/12/2031,14/04/2031
20383650,20383650,Fakhruddin bhai Asgarali bhai Sigriwala,D09B0IYF,T0IFFX5CA9,20/09/2031,02/08/2033
40482900,20383650,Munira bai Fakhruddin bhai Sigriwala,NUO228HR,Q6NEIZ4AFA,07/07/2027,08/09/2029
20383774,20383774,Saifuddin bhai Hakimuddin bhai Shajapurwala,3L6QE74A,ETEFZNDI86,20/07/2027,15/09/2028
40488622,20383774,Sakina bai Saifuddin bhai Shajapurwala,3UT4ICRS,90G4DKKL6O,16/08/2027,30/04/2035
40488624,20383774,Hussain bhai Saifuddin bhai Shajapurwala,8TF70XXK,XTURWIOG7G,11/04/2029,18/06/2034
40498329,20383774,Tasneem bai Hussain bhai Shajapurwala,67FGV264,OQX48BV1TQ,21/01/2033,01/07/2027
40190616,20383774,Juzer bhai Hussain bhai Shajapurwala,MPMSX7JF,C2Q923H343,03/07/2035,15/11/2026
20383976,20383976,Mulla Zoeb bhai Mulla Mohammedali bhai Hazari,PTEMIUZA,SP1GZOMPIJ,07/12/2032,30/07/2024
40419084,20383976,Munira bai Mulla Zoeb bhai Hazari,HIAXB8XC,IHYC0GB3JZ,01/06/2027,23/02/2025
20384769,20384769,Shaikh Haiderali bhai Mulla Sadiqali bhai Ezzy,VVMEP89U,MLJR92PKR2,28/09/2034,15/08/2033
60462279,20384769,Rashida bai Shaikh Haiderali bhai Ezzy,N3F5AAIP,RVTH8URPPU,06/01/2030,05/09/2027
60462295,20384769,Sadiq bhai Shaikh Haiderali bhai Ezzy,9AONJT38,0COT6243A9,09/04/2031,15/01/2032
60459587,20384769,Insiyah bai Sadiq bhai Ezzy,MGHINVPM,3RGUGCNU0F,03/01/2031,17/09/2030
60459856,20384769,Aliasgar bhai Sadiq bhai Ezzy,7K06ZSGT,RU7NMHAOQM,25/08/2028,01/05/2029
20384785,20384785,Adnan bhai Amirali bhai Chandabhai Suratwala,6XR2B4LP,ZCATBT150A,22/01/2027,29/11/2028
60462534,20384785,Tasneem bai Adnan bhai Chandabhai Suratwala,XSJHT4HD,OCRIMDZ8QQ,11/02/2027,31/05/2031
60459897,20384785,Shabbir bhai Adnan bhai Chandabhai Suratwala,ZO7OEOHS,0W69P8AQNM,29/09/2024,26/02/2032
20388283,20388283,Aliakbar bhai Abdulhusain bhai Jupiterwala,M5PW8YS4,3BJWSXOSG7,10/11/2034,18/05/2033
40463872,20388283,Tasneem bai Aliakbar bhai Jupiterwala,I3K2B7LC,1NQXJ0PZ4R,22/07/2034,18/03/2029
40463874,20388283,Mudreka bhai Aliakbar bhai Jupiterwala,VOB6SY0U,16VULPF0MG,09/11/2026,30/07/2030
40430966,20388283,Batool bai Mudreka bhai Jupiterwala,H2QY7B9Y,E5CA38YTPM,27/05/2025,03/02/2026
40211004,20388283,Ruqaiyah bai Mudreka bhai Jupiterwala,E6I6Q99J,AMR4OO98H9,02/02/2029,16/09/2029
20389964,20389964,Sadiqali bhai Turabali bhai Paniwala,2YVQFJKC,XMFMQLCTPE,23/07/2027,10/09/2031
60404345,20389964,Safiyah bai Turabali bhai Paniwala,9DP863KW,VJ576G9Z52,05/07/2033,23/04/2030
30388405,20389964,Alefiyah bai Sadiqali bhai Paniwala,MNKXHKD6,EHKXD5UXNT,19/01/2028,03/04/2028
30384297,30384297,Huzaifa bhai Shaikh Qaizar bhai Gadriwala,5SIQLPR5,CLBUSTZFXH,16/09/2034,24/05/2027
40437941,30384297,Fatima bai Huzaifa bhai Gadriwala,LB6GFVQK,B95GXD9A74,06/07/2027,05/05/2031
40915669,30384297,Naqiya bai Huzaifa bhai Gadriwala,FV7L6ZN3,YTEUS439GD,24/05/2033,15/07/2027
40202964,30384297,Zainab bai Huzaifa bhai Gadriwala,C9QPJWC3,FVTI66ZWF0,09/10/2033,26/05/2034
30460003,30460003,Huzaifa bhai Shaikh Shabbir bhai Berberawala,P61QEJCR,YLJMRBAWJ8,21/01/2034,29/04/2033
40496532,30460003,Maarya bai Huzaifa bhai Berberawala,T4A3RMDO,M478SNB4PD,11/12/2029,27/10/2024
60415396,30460003,Burhanuddin bhai Huzaifa bhai Berberawala,SNIN3SX0,MMDHXKWAR4,20/08/2031,21/08/2030
30460218,30460003,Ummulbaneen bai Huzaifa bhai Berberawala,ZSQDD5BA,AHNRXWEA8O,23/07/2034,28/03/2030
30475510,30475510,Shabbir bhai Fakhruddin bhai Bhinderwala,QCGZMFYD,K9457C7CAU,05/06/2033,01/01/2027
40488163,30475510,Fatema bai Shabbir bhai Bhinderwala,44UMCD5K,FM5Z3ST5E4,18/12/2030,29/11/2031
40171051,30475510,Sakina bai Shabbir bhai Bhinderwala,DIRTRBTL,Q2C1WRTRX9,18/11/2025,29/12/2025
40220598,30475510,Nafeesa bai Shabbir bhai Bhinderwala,UACVP9SE,FFV3YFW1UA,29/06/2029,16/12/2025
30499192,30499195,Salma bai Iqbalhusain bhai Chatai,IUGUU9CO,8DMBF4MSE9,09/01/2030,02/11/2024
30499195,30499195,Aliasgar bhai Iqbalhusain bhai Chataiwala,7Y0272DP,WJ11CVPPK1,18/07/2026,27/08/2034
60462428,30499195,Fatema bai Aliasgar bhai Chataiwala,OLS58RL3,JV0S27EQ3Z,22/03/2026,14/04/2033
50230862,30499195,Mustafa bhai Aliasgar bhai Chataiwala,L0NKZWA3,13Y0PGDAHI,21/11/2028,15/03/2026
30706501,30706501,Fatema bai Saifuddin bhai Kalawadwala,Z13OFKRB,V9PHIZLFIZ,04/11/2030,31/01/2028
50471375,30706501,Mohammedulbaqir bhai Saifuddin bhai Kalawadwala,OEASK754,KDOJOX5TMQ,03/07/2030,22/09/2033
40458139,30706501,Fatema bai Mohammedulbaqir bhai Kalawadwala,SPG009AA,22QCHV9JW8,08/12/2033,20/10/2029
50471377,30706501,Mariya bai Saifuddin bhai Kalawadwala,1C0SFTOY,OVOBQ8LEQQ,30/04/2034,08/10/2033
40223809,30706501,Hussain bhai Mohammedulbaqir bhai Kalawadwala,8TN97CMR,3VF4CDHUWA,13/10/2027,26/11/2030
30706959,30706960,Mahjabeen bai Hatimali bhai Lotia,G27XP8BE,5E9C8SIQNB,09/03/2031,08/03/2026
30706960,30706960,Mohammedali bhai Hatimali bhai Lotia,W5LJPTOS,SAYVKJDDK1,22/02/2032,26/03/2031
60404129,30706960,Tasneem bai Mohammedali bhai Lotia,4FCYNFT0,WWMA6KM3VJ,30/10/2031,11/11/2031
30706961,30706960,Yusuf bhai Mohammedali bhai Lotia,Z6WN0UVC,Y2CN4QB47K,22/11/2032,15/09/2033
50181716,30706960,Hussain bhai Mohammedali bhai Lotia,OTJDTLND,X1K4N90O7U,24/01/2028,01/12/2031
30900683,30900683,Alizainulabedin bhai Asgarali bhai Saeed,8NR69TK3,GGHLFGCIV5,23/06/2034,03/05/2033
30900682,30900683,Zahra bai Alizainulabedin bhai Saeed,KG8SL8WB,VFMJKI6PT2,06/10/2027,21/10/2027
40910185,30900683,Burhanuddin bhai Alizainulabedin bhai Saeed,W9FDD3AG,P5AT2D6EU9,28/10/2030,02/05/2035
30920794,30920794,Bano bai Masood bhai Ujjainwala,IYHPV5LM,TTGW9FQ4E8,16/02/2028,10/04/2026
30920792,30920794,Murtaza bhai Masood bhai Ujjainwala,7WPS7U2E,TQBWGUH1IY,05/08/2026,08/04/2029
30920793,30920794,Moiz bhai Masood bhai Ujjainwala,YHCZIVEQ,ZB13LSX0AA,17/01/2031,29/12/2028
50410307,30920794,Alefiya bai Ghalib bhai al saifi,4NUHCGT2,RC5SCWA3H0,18/06/2026,24/11/2034
40202957,30920794,Abizar bhai Moiz bhai Ujjainwala,CMRFM5KF,8ID26MRXYR,13/08/2034,14/10/2029
20370427,30924557,Sakina bai Yusuf bhai Kaparvanjwala,SPE3LL6A,TLWKIJ3TVW,01/04/2035,03/10/2032
30924557,30924557,Mohammed bhai Abdul bhai Afzal,RJCJ0XRD,AVPBMLRKQ7,25/07/2028,23/10/2024
30924559,30924557,Murtaza bhai Mohammed bhai Afzal,EFA99CPM,XZ5RCIXBHE,08/10/2032,11/04/2029
40497813,30924557,Tasneem bai Murtaza bhai Afzal,KWLTB7J8,4G679DZUZN,14/08/2030,02/09/2027
30924561,30924557,Tahera bai Mohammed bhai Afzal,PYJ0BLI8,4HZEKLMX3X,14/11/2025,01/10/2030
40172423,30924557,Mariam bai Murtaza bhai Afzal,KL9K6KD2,RPS31H3MJV,08/09/2033,10/05/2033
40190615,30924557,Hasnain bhai Murtaza bhai Afzal,DL6S2ZNK,AH9RWMJEX3,24/04/2028,26/05/2035
40420815,40420816,Masuma bai Sajjadhusain bhai Darussalam,BVF1VEDD,K9PI6A95TJ,26/06/2034,06/09/2027
40420816,40420816,Qutbuddin bhai Sajjadhusain bhai Daressalamwala,ZEB6Q6FW,EP5O9OVX4K,21/06/2031,27/05/2031
40461977,40420816,Mariyah bai Qutbuddin bhai Daressalamwala,0SE6DA56,2JYA9S5472,23/10/2032,21/07/2025
50160415,40420816,Adnan bhai Qutbuddin bhai Daressalamwala,RXO3JHOV,ZA1R25WWSN,15/10/2032,14/07/2034
40152413,40420816,Tasneem bai Qutbuddin bhai Daressalamwala,4PQMPN9H,EAHZ7IUVEV,11/01/2029,21/05/2030
40152412,40420816,Mufaddal bhai Qutbuddin bhai Daressalamwala,3AID96MW,YJFK6B6YSM,07/11/2034,21/09/2032
40420943,40420943,Husain bhai Firoz bhai Adamjee,M9OWFYXL,8UXL9BW0CK,25/03/2035,10/11/2026
60462909,40420943,Ummekulsum bai Husain bhai Adamjee,3JQSOFFX,913MXV01H6,14/12/2033,14/11/2025
40915689,40420943,Mohsin bhai Husain bhai Adamjee,WHL73I7B,A3PC7YYO4J,17/05/2035,29/04/2031
40171062,40420943,Abbas bhai Husain bhai Adamjee,V4JK9FII,SGW5251K56,08/08/2029,19/11/2030
40430472,40430472,Alihusain bhai Taiyebali bhai Kaukawala,MKSPT1KV,UEP8Z8AQX4,02/01/2026,21/04/2030
40430474,40430472,Shameem bai Alihusain bhai Kaukawala,YB9UECHR,J9LVVMCF6Z,03/09/2025,06/07/2033
40430473,40430472,Abbas bhai Alihusain bhai Kaukawala,Q8AAO3II,TW6TTAYE0Q,04/03/2035,26/05/2025
40454405,40430472,Tasneem bai Abbas bhai Kaukawala,3BHZG9YG,NH2373Z9PZ,20/04/2035,13/02/2034
30150929,40430472,Mustansir bhai Abbas bhai Kaukawala,EV02JA0N,V81BZB5PJF,14/11/2025,12/11/2027
40436726,40436726,Aliasgar bhai Zohair bhai Indorwala,79M97ZKE,8QSSMZ1F5H,29/01/2032,05/12/2034
40437178,40437181,Najmuddin bhai Qurbanhusain bhai Multanwala,9VEKL4V1,X8M31DJA9D,19/03/2028,23/04/2026
40437180,40437181,Jumana bai Najmuddin bhai Multanwala,9U6RHQH8,6ULKGZOR79,10/10/2033,17/03/2030
40437181,40437181,Ibnemadyan bhai Najmuddin bhai Multanwala,BGM1L4M1,KC2RXDC2E1,25/01/2030,25/11/2024
40447002,40437181,Tasneem bai Ibnemadyan bhai Multanwala,OEFK2HGY,T1GW68URJF,30/12/2024,23/10/2024
40907256,40437181,Aliasgar bhai Ibnemadyan bhai Multanwala,9Y6X4MRA,6FSLLBOVHJ,10/11/2032,20/03/2027
40907255,40437181,Alaqmar bhai Ibnemadyan bhai Multanwala,MPUC98XI,58L6DNIXZ3,11/02/2035,24/12/2026
20367865,40437264,Ibrahim bhai Fidaali bhai Kapasiwala,T88VC803,BTFYHQ3AYW,16/05/2034,03/05/2025
40437263,40437264,Nargis bai Ibrahim bhai Kapasiwala,3JEQH1KG,W37PK4HLKB,07/03/2027,31/07/2030
40437264,40437264,Shabbir bhai Ibrahim bhai Kapasiwala,1CLBXIX4,GRO24F9IS5,13/05/2027,13/10/2024
60462861,40437264,Batool bai Shabbir bhai Kapasiwala,R0MY1V3G,SKPEOIU96U,24/01/2030,11/07/2031
50486873,40437264,Moiz bhai Shabbir bhai Kapasiwala,HC9I9Z78,OFC09A816C,08/05/2026,22/04/2035
40913031,40437264,Hamza bhai Shabbir bhai Kapasiwala,XJVNUEII,PYILUKPAXR,08/06/2034,12/02/2035
40160326,40437264,Insiya bai Shabbir bhai Kapasiwala,NC91DCXC,21A5EWVKYL,12/05/2029,26/03/2031
40160327,40437264,Ruqaiya bai Shabbir bhai Kapasiwala,P37OFGX1,KB3NVH1P93,15/03/2030,11/12/2032
40437412,40437412,Aliasgar bhai Juzerali bhai Khambatwala,W2KNV5EH,CHNBT1WPSE,09/03/2028,20/06/2033
40445322,40437412,Fatema bai Aliasgar bhai Khambatwala,6CML2LA0,4J8VNBGA55,09/02/2026,07/08/2024
50493888,40437412,Burhanuddin bhai Aliasgar bhai Khambatwala,Q1C9B10T,N0YELXUGDW,12/11/2031,26/06/2026
40160127,40437412,Hatim bhai Aliasgar bhai Khambatwala,QCR58WQ9,66LV79JR9W,04/01/2025,15/08/2024
40437707,40437707,Hamzaali bhai Zakiuddin bhai Hakimjee,6XE7586M,I7AI5OR61A,20/01/2026,12/03/2034
40437711,40437707,Aamir bhai Hamzaali bhai Hakimjee,AADZU9J5,C3S8JGFO63,14/11/2026,07/03/2032
60404150,40437707,Tasneem bai Aamir bhai Hakimjee,OE24405P,4860YPX3RE,28/04/2030,08/02/2025
40907263,40437707,Adnan bhai Aamir bhai Hakimjee,RM40NNJ1,ER6GICMPVM,31/08/2030,29/05/2030
40437713,40437713,Iqbalhusain bhai Zakiuddin bhai Hakimjee,IJC5CLR7,0QWE4IYP3X,16/03/2029,15/06/2027
40437708,40437713,Zeenat bai Iqbalhusain bhai Hakimjee,SOIU2CEC,QF7YLW55OC,18/07/2033,12/06/2035
40437710,40437713,Asad bhai Iqbalhusain bhai Hakimjee,CNQ9KRQY,KM9VQJ69GS,27/01/2026,18/10/2024
60404408,40437713,Fatema bai Asad bhai Hakimjee,T21ZMJ4P,Q7EJZ26MC6,31/07/2027,07/07/2031
50191773,40437713,Daniyal bhai Asad bhai Hakimjee,7KQOBQ4O,XQDKQ1DJJN,02/06/2029,22/05/2034
50191774,40437713,Ali bhai Asad bhai Hakimjee,R6T1KACP,2264R7PVKZ,24/01/2027,24/09/2024
40437719,40437719,Shaikh Zulfikarali bhai Mulla Adamali bhai Mithaiwala,80XFK7IB,C6R5HVR8J6,11/04/2030,21/04/2025
40437720,40437719,Bilqis bai Shaikh Zulfikarali bhai Mithaiwala,U5MZZUYO,EU7SW16AR5,08/10/2033,09/04/2028
40437723,40437719,Mulla Murtazaali bhai Mulla Adamali bhai Mithaiwala,RQDJQ1L5,8YKXAR28IM,03/05/2032,21/01/2032
40437724,40437719,Fatema bai Mulla Murtazaali bhai Mithaiwala,TIDQF4D7,8O132I7CR8,06/08/2024,10/03/2027
40437721,40437719,Zainab bai Shaikh Zulfikarali bhai Mithaiwala,07HKE6HC,P8TBTNFSX8,30/10/2030,25/07/2027
40437735,40437735,Habib bhai Fakhruddin bhai Alladin,0NR4W6KQ,QIC0U42AHL,13/11/2031,06/03/2030
40437736,40437735,Fauziya bai Habib bhai Alladin,84XPHYJ8,DRB4U9TT57,08/10/2027,04/09/2033
40437737,40437735,Hussain bhai Habib bhai Fakhruddin,6FKY469M,ULNY6W0MH8,04/03/2027,22/01/2029
30600815,40437735,Fatima bai Hussain bhai Fakhruddin,KYARTPPH,UB1EWDCTKK,18/12/2029,05/02/2027
40223810,40437735,Daniyal bhai Hussain bhai Fakhruddin,6J9H4S22,93YDO8N3WH,08/08/2028,31/03/2025
40437738,40437738,Saifuddin bhai Fidahusain bhai Ismailji,QY5RURY6,I4Q7CTTEX0,18/11/2028,22/11/2028
40437739,40437738,Sakina bai Saifuddin bhai Ismailji,TZKQE0AX,09GCIA5H0V,08/04/2035,03/08/2029
40437740,40437738,Marya bai Saifuddin bhai Ismailji,T6ANBWOL,J661FJ1DG1,21/12/2029,26/05/2025
40437766,40437766,Rumana bai Shaikh Zulfiqarhusain bhai Jabalpurwala,M5QTDMUP,WF9MB7CO7B,17/12/2026,22/11/2025
40437767,40437766,Abdulhusain bhai Shaikh Zulfiqarhusain bhai Jabalpurwala,WAWU9904,RU4DYKJP8O,20/05/2033,30/03/2031
40437768,40437766,Nafisa bai Abdulhusain bhai Jabalpurwala,AMEM9JO4,IVJZLL9MCT,03/12/2031,26/02/2025
30918773,40437766,Hasan bhai Abdulhusain bhai Jabalpurwala,YYO8V8R1,0HUAU8X99I,26/01/2032,02/07/2027
30918774,40437766,Husain bhai Abdulhusain bhai Jabalpurwala,P789EUU6,XKGYEN5YT4,23/03/2033,30/05/2025
40904354,40437766,Mohammed bhai Abdulhusain bhai Jabalpurwala,CDXRR9PB,C7VE9KHSUX,15/03/2035,14/01/2030
40437780,40437780,Aqeel bhai Mulla Adnan bhai Bandookwala,HHBJMM0I,141MD7AOBD,15/03/2033,20/10/2033
40437784,40437784,Shenaaz bai Ejaz bhai Time & tune,ATFKPW3B,DHS45XQXLC,21/02/2034,06/06/2031
50180385,40437784,Danish bhai Ejaz bhai Time & tune,1GM5L8CU,1DJ15QG8U7,17/07/2030,18/07/2034
40437786,40437788,Nusrat bai Salim bhai Lotia,LDJSOBE2,Q4LKF9C61J,11/10/2033,23/03/2031
40437787,40437788,Hinafatema bai Salim bhai Lotia,JU9WHGWZ,0P47J7557O,25/04/2029,27/03/2025
30706954,40437788,Farheen bai Mustafa bhai Lotia,49SBRCJI,MJ9EIVKFBT,22/06/2034,17/04/2033
40437788,40437788,Mustafa bhai Salim bhai Lotia,IKF879GV,RSZ05A3AN7,24/12/2024,27/09/2032
40437789,40437788,Hasan bhai Salim bhai Lotia,1MJC54KL,J2YOCKY1DS,30/12/2030,17/09/2029
50211188,40437788,Sara bai Mustafa bhai Lotia,0UVR1XS1,HXWIU278EI,27/07/2027,11/10/2026
40437793,40437793,Adnan bhai Mulla Mushtaqali bhai Ghatila,UFFXXJMH,QAACU1XALB,03/10/2029,01/04/2025
60441948,40437793,Jumana bai Adnan bhai Ghatila,FUCSNIKX,NR4ZK0L7VR,02/02/2035,01/02/2035
40904358,40437793,Naqiyah bai Adnan bhai Ghatila,LKL0QTEN,9F8C83EU4C,03/10/2025,28/06/2028
30150647,40437793,Ammar bhai Adnan bhai Ghatila,TJQKS8QQ,S3B6YZZF5Y,31/07/2026,13/11/2034
40437798,40437799,Nargis bai Anawarali bhai Hakimjee,MTWO8B7P,Q8SRTZ2QSS,13/01/2029,04/09/2027
40437799,40437799,Husain bhai Anwarali bhai Hakimjee,35EPQ9GI,C8176NPBKH,22/06/2033,18/06/2026
40437800,40437799,Alefiyah bai Husain bhai Hakimjee,15YIFVER,PR1AAMIIHD,27/07/2027,02/12/2032
30918758,40437799,Burhanuddin bhai Husain bhai Hakimjee,60SFNTLQ,ZGGZCPL34A,23/10/2027,27/02/2028
40438771,40438771,Shabbir bhai Ismail bhai Anjarwala,2MKH9O78,AKD0A7AT7R,23/06/2025,15/07/2028
40445450,40438771,Tahera bai Shabbir bhai Anjarwala,9NY9U2KK,GIL854JGJZ,19/05/2035,05/12/2026
40445449,40438771,Qasim bhai Shabbir bhai Anjarwala,5T4W6CRJ,KNBK3KYDKC,02/09/2029,09/11/2034
30475555,40438771,Khadija bai Qasim bhai Anjarwala,JT04O3OA,80P889JJDS,22/05/2033,24/07/2030
40205582,40438771,Burhanuddin bhai Qasim bhai Anjarwala,7TM0BRVU,1A8466J606,09/12/2033,15/09/2030
40442647,40442646,Farida bai Nadeemahmed bhai Lotia,UTZKGBOP,SYG0SWE9ZM,05/07/2024,07/11/2029
